Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Total Packets,Percent Filtered,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57584,"2a04:4e42:3a::347",443,1,86,1018,0,0,1,86,0,0,5318.271612,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57585,"2a04:4e42:3a::347",443,1,86,1019,0,0,1,86,0,0,5318.522718,0,"",""
"192.168.1.177",57586,"151.101.245.91",443,78,277600,1020,0,0,21,2272,57,275328,5318.585334,35.24185299999954,515,62500
"192.168.1.177",57587,"151.101.245.91",443,13,1813,1021,0,0,6,938,7,875,5318.836035,34.99038299999938,214,200
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57588,"2a00:1450:4026:802::200a",443,1,86,1022,0,0,1,86,0,0,5318.900706,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57589,"2a00:1450:4026:802::200a",443,1,86,1023,0,0,1,86,0,0,5318.979979,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57590,"2a00:1450:4026:802::200a",443,1,86,1024,0,0,1,86,0,0,5319.149253,0,"",""
"192.168.1.177",57591,"216.58.209.170",443,56,44581,1025,0,0,21,2526,35,42055,5319.211504,34.61259700000028,583,9720
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57592,"2a00:1450:4026:805::2003",443,1,86,1026,0,0,1,86,0,0,5319.311881,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57593,"2a00:1450:4026:802::200a",443,1,86,1027,0,0,1,86,0,0,5319.31911,0,"",""
"192.168.1.177",57594,"216.58.209.170",443,12,2892,1028,0,0,7,1249,5,1643,5319.460193,34.3639460000004,290,382
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57595,"2a00:1450:4026:805::2003",443,1,86,1029,0,0,1,86,0,0,5319.553307,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57596,"2a00:1450:4026:802::200a",443,1,86,1030,0,0,1,86,0,0,5319.553562,0,"",""
"192.168.1.177",57597,"216.58.209.195",443,28,13132,1031,0,0,14,2090,14,11042,5319.616094,34.21188400000028,488,2582
"192.168.1.177",57598,"216.58.209.170",443,202,123452,1032,0,0,78,16735,124,106717,5319.624197,34.20312699999977,3914,24960
"192.168.1.177",57599,"216.58.209.195",443,12,2847,1033,0,0,7,1231,5,1616,5319.854418,33.97241600000052,289,380
"192.168.1.177",57600,"216.58.209.170",443,12,2892,1034,0,0,7,1249,5,1643,5319.854629,33.97242000000006,294,386
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57601,"2a00:1450:4026:804::2003",443,1,86,1035,0,0,1,86,0,0,5320.010496,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57602,"2a00:1450:4026:804::2003",443,1,86,1036,0,0,1,86,0,0,5320.262044,0,"",""
"192.168.1.177",57603,"216.58.209.163",443,27,12270,1037,0,0,13,2023,14,10247,5320.317598,33.50995300000068,482,2446
"192.168.1.177",57604,"216.58.209.163",443,12,2857,1038,0,0,7,1235,5,1622,5320.573767,33.25276399999984,297,390
"192.168.1.177",57605,"213.230.210.231",443,47,110237,1039,0,0,19,2308,28,107929,5320.739589,15.722373999999945,1174,54917
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57606,"2a02:26f0:1200:2b4::f09",443,1,86,1040,0,0,1,86,0,0,5321.974676,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57607,"2a02:26f0:1200:2b4::f09",443,1,86,1041,0,0,1,86,0,0,5321.97522,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57608,"2a02:26f0:1200:2b4::f09",443,1,86,1042,0,0,1,86,0,0,5322.230789,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57609,"2a02:26f0:1200:2b4::f09",443,1,86,1043,0,0,1,86,0,0,5322.231481,0,"",""
"192.168.1.177",57610,"23.61.233.27",443,28,8056,1044,0,0,12,1867,16,6189,5322.277105,31.551022999999986,473,1569
"192.168.1.177",57611,"23.61.233.27",443,29,7543,1045,0,0,13,1894,16,5649,5322.277277,31.55082500000026,480,1432
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57612,"2a00:1450:4026:805::200a",443,1,86,1046,0,0,1,86,0,0,5322.427364,0,"",""
"192.168.1.177",57613,"23.61.233.27",443,16,2207,1047,0,0,7,1095,9,1112,5322.540013,13.890675999999985,630,640
"192.168.1.177",57614,"23.61.233.27",443,16,2207,1048,0,0,7,1095,9,1112,5322.540463,13.89022599999953,630,640
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57615,"2a00:1450:4026:805::200a",443,1,86,1049,0,0,1,86,0,0,5322.681425,0,"",""
"192.168.1.177",57616,"216.58.211.234",443,81,467261,1050,0,0,30,4038,51,463223,5322.728185,31.099388999999974,1038,119159
"192.168.1.177",57617,"216.58.211.234",443,12,2862,1051,0,0,7,1237,5,1625,5322.995622,30.831191999999646,320,421
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57618,"2600:1901:0:4c10::",443,1,86,1052,0,0,1,86,0,0,5323.080498,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57619,"2600:1901:0:4c10::",443,1,86,1053,0,0,1,86,0,0,5323.327357,0,"",""
"192.168.1.177",57620,"34.160.122.198",443,37,90270,1054,0,0,17,2125,20,88145,5323.3826,30.445244999999886,558,23161
"192.168.1.177",57622,"34.160.122.198",443,12,2076,1055,0,0,7,1028,5,1048,5323.639155,30.187488999999914,272,277
"192.168.1.177",57623,"108.156.22.29",443,27,13270,1056,0,0,13,1900,14,11370,5325.262536,28.565418999999565,532,3184
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57624,"2a00:1450:4026:803::200a",443,1,86,1057,0,0,1,86,0,0,5325.906192,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57625,"2a00:1450:4026:808::200a",443,1,86,1058,0,0,1,86,0,0,5325.95133,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57626,"2a00:1450:4026:803::200a",443,1,86,1059,0,0,1,86,0,0,5326.168581,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57627,"2a00:1450:4026:808::200a",443,1,86,1060,0,0,1,86,0,0,5326.198621,0,"",""
"192.168.1.177",57628,"216.58.210.138",443,5068,34923259,1061,0,0,1430,83868,3638,34839391,5326.213631,27.614067000000432,24297,10093229
"192.168.1.177",57629,"216.58.211.234",443,28,9904,1062,0,0,13,1984,15,7920,5326.260663,27.56727200000023,575,2298
"192.168.1.177",57631,"216.58.210.138",443,12,2947,1063,0,0,7,1271,5,1676,5326.476049,27.350550000000112,371,490
"192.168.1.177",57632,"216.58.211.234",443,12,2872,1064,0,0,7,1241,5,1631,5326.499918,27.326634999999442,363,477
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57633,"2a00:1450:4026:804::2003",443,1,86,1065,0,0,1,86,0,0,5327.191506,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57634,"2a04:4e42:3a::485",443,1,86,1066,0,0,1,86,0,0,5327.262172,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57635,"2a00:1450:4026:804::2003",443,1,86,1067,0,0,1,86,0,0,5327.441955,0,"",""
"192.168.1.177",57636,"216.58.209.163",443,35,74379,1068,0,0,19,2504,16,71875,5327.492639,26.33498099999997,760,21834
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57637,"2a04:4e42:3a::485",443,1,86,1069,0,0,1,86,0,0,5327.510776,0,"",""
"192.168.1.177",57638,"151.101.245.229",443,31,44351,1070,0,0,13,1867,18,42484,5327.562556,26.273173000000497,568,12936
"192.168.1.177",57639,"216.58.209.163",443,12,2857,1071,0,0,7,1235,5,1622,5327.742203,26.08453499999996,378,497
"192.168.1.177",57640,"151.101.245.229",443,13,1804,1072,0,0,6,937,7,867,5327.811138,26.015252000000146,288,266
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57641,"2606:4700:310c::ac42:2f20",443,1,86,1073,0,0,1,86,0,0,5329.825716,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57642,"2606:4700:310c::ac42:2f20",443,1,86,1074,0,0,1,86,0,0,5330.054204,0,"",""
"192.168.1.177",57643,"172.66.47.32",443,127,371928,1075,0,0,31,2894,96,369034,5330.132563,23.695590999999695,977,124591
"192.168.1.177",57644,"40.114.178.124",443,33,8477,1076,0,0,14,2241,19,6236,5330.340093,20.12941099999989,890,2478
"192.168.1.177",57645,"172.66.47.32",443,12,2019,1077,0,0,7,1013,5,1006,5330.368503,23.459523999999874,345,343
"192.168.1.177",57646,"216.58.211.234",443,26,11312,1078,0,0,13,2914,13,8398,5334.498368,0.019215000000258442,1213218,3496435
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57647,"2a05:d018:92c:7103:3856:f8eb:563:1465",443,1,86,1079,0,0,1,86,0,0,5336.429374,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57648,"2a05:d018:92c:7103:3856:f8eb:563:1465",443,1,86,1080,0,0,1,86,0,0,5336.674691,0,"",""
"192.168.1.177",57649,"54.246.51.107",443,26,8753,1081,0,0,12,2064,14,6689,5336.736482,17.12514099999953,964,3124
"192.168.1.177",57650,"54.246.51.107",443,13,1519,1082,0,0,7,958,6,561,5336.984541,16.872980000000098,454,265
"192.168.1.177",57652,"35.185.44.232",443,34,29167,1083,0,0,17,2049,17,27118,5339.739902,5.490689999999631,2985,39511
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57653,"2a02:3d0:640:a000::",80,1,86,1084,0,0,1,86,0,0,5343.637835,0,"",""
"192.168.1.177",57654,"178.79.212.129",80,10,1099,1085,0,0,6,618,4,481,5343.951893,60.0310329999993,82,64
"192.168.1.177",57657,"192.168.1.1",53,11,720,1086,0,0,6,377,5,343,5345.042958,0.03380399999969086,89220,81173
"192.168.1.177",57658,"192.168.1.1",53,11,708,1087,0,0,6,377,5,331,5345.043146,0.0278070000003936,108461,95227
"192.168.1.177",57659,"192.168.1.1",53,11,749,1088,0,0,6,377,5,372,5345.043291,0.03663400000004913,82327,81236
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57662,"2600:1900:4110:86f::",80,1,86,1089,0,0,1,86,0,0,5345.525203,0,"",""
"192.168.1.177",57663,"34.104.35.123",80,2238,8518776,1090,0,0,1034,88632,1204,8430144,5345.834267,268.160989,2644,251495
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57665,"2a01:4f8:1c1e:85b6::1",443,1,86,1091,0,0,1,86,0,0,5356.834542,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57666,"2a01:4f8:1c1e:85b6::1",443,1,86,1092,0,0,1,86,0,0,5357.086962,0,"",""
"192.168.1.177",57667,"5.75.231.96",443,23,7357,1093,0,0,13,1817,10,5540,5357.148796,1.8890409999994517,7694,23461
"192.168.1.177",57668,"5.75.231.96",443,12,1594,1094,0,0,7,971,5,623,5357.396925,1.6408170000004247,4734,3037
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57669,"2a00:1450:4026:808::2003",443,1,86,1095,0,0,1,86,0,0,5358.999303,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57670,"2a00:1450:4026:808::2003",443,1,86,1096,0,0,1,86,0,0,5359.002633,0,"",""
"192.168.1.177",57671,"216.58.211.227",443,155,38599,1097,0,0,72,20192,83,18407,5359.3087,171.83661200000006,940,856
"192.168.1.177",57673,"192.168.1.1",53,11,732,1098,0,0,6,383,5,349,5368.060857,0.03300599999965925,92831,84590
"192.168.1.177",57674,"192.168.1.1",53,11,720,1099,0,0,6,383,5,337,5368.061413,0.023760000000038417,128956,113468
"192.168.1.177",57675,"192.168.1.1",53,11,761,1100,0,0,6,383,5,378,5368.061876,0.05994600000030914,51112,50445
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57676,"2a00:1450:4026:808::200a",443,1,86,1101,0,0,1,86,0,0,5368.10654,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57677,"2a00:1450:4026:808::200a",443,1,86,1102,0,0,1,86,0,0,5368.322625,0,"",""
"192.168.1.177",57678,"216.58.211.234",443,1741,10422733,1103,0,0,656,46185,1085,10376548,5368.414841,162.72872600000028,2270,510127
"192.168.1.177",57679,"216.58.211.234",443,16,3149,1104,0,0,9,1365,7,1784,5368.625148,109.70797399999992,99,130
"192.168.1.177",57682,"34.107.221.82",80,35,3117,1105,0,0,19,1677,16,1440,5384.759198,116.25302199999987,115,99
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57683,"2600:1901:0:38d7::",80,5,430,1106,0,0,5,430,0,0,5384.761832,15.03534099999979,228,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57684,"2600:1901:0:38d7::",80,1,86,1107,0,0,1,86,0,0,5384.761959,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57685,"2600:1901:0:38d7::",80,1,86,1108,0,0,1,86,0,0,5385.022407,0,"",""
"192.168.1.177",57686,"34.107.221.82",80,32,2505,1109,0,0,17,1253,15,1252,5385.023071,115.98842400000012,86,86
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57687,"2600:1901:0:38d7::",80,5,430,1110,0,0,5,430,0,0,5385.034821,15.041782999999668,228,0
"192.168.1.177",57688,"149.154.167.99",443,36,10014,1111,0,0,19,2415,17,7599,5385.132934,221.92212000000018,87,273
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57689,"2001:67c:4e8:f004::9",443,5,430,1112,0,0,5,430,0,0,5385.269714,15.041057000000364,228,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57690,"2600:1901:0:38d7::",80,5,430,1113,0,0,5,430,0,0,5385.299419,15.042427999999745,228,0
"192.168.1.177",57691,"149.154.167.99",443,1373,225131,1114,0,0,737,107100,636,118031,5385.534817,787.6841400000003,1087,1198
"192.168.1.177",57694,"34.107.221.82",80,6,348,1115,0,0,4,228,2,120,5405.806797,5.578156999999919,326,172
"192.168.1.177",57695,"149.154.167.99",443,20,8815,1116,0,0,9,1903,11,6912,5406.320865,0.11658400000032998,130583,474301
"192.168.1.177",57697,"40.114.178.124",443,28,4116,1117,0,0,12,2078,16,2038,5416.681161,20.125169999999343,826,810
"192.168.1.177",57698,"192.168.1.1",53,11,838,1118,0,0,6,380,5,458,5416.790817,0.04115100000035454,73874,89037
"192.168.1.177",57699,"192.168.1.1",53,11,778,1119,0,0,6,380,5,398,5416.791045,0.0393050000002404,77343,81007
"192.168.1.177",57700,"192.168.1.1",53,10,705,1120,0,0,5,326,5,379,5416.791177,0.02629700000034063,99174,115298
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57701,"2a01:4f8:c012:e655::1",443,1,86,1121,0,0,1,86,0,0,5416.830147,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57702,"2a01:4f8:c012:e655::1",443,1,86,1122,0,0,1,86,0,0,5417.043906,0,"",""
"192.168.1.177",57703,"138.201.94.34",443,36,8511,1123,0,0,18,2253,18,6258,5417.137551,114.03365300000041,158,439
"192.168.1.177",57704,"138.201.94.34",443,15,1769,1124,0,0,8,1026,7,743,5417.354299,68.50172199999997,119,86
"192.168.1.177",57705,"216.58.210.163",443,149,37847,1125,0,0,66,7871,83,29976,5419.718771,738.6712010000001,85,324
"192.168.1.177",57707,"157.240.205.60",443,32,6391,1126,0,0,16,1946,16,4445,5425.687886,171.30658399999993,90,207
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57708,"2a03:2880:f213:c3:face:b00c:0:167",443,5,430,1127,0,0,5,430,0,0,5425.704267,15.046199999999772,228,0
"192.168.1.177",57709,"157.240.205.60",443,211,26276,1128,0,0,103,10942,108,15334,5425.966338,743.5612869999995,117,164
"192.168.1.177",57710,"216.58.211.234",443,162,17945,1129,0,0,68,9516,94,8429,5430.159752,724.1159220000009,105,93
"192.168.1.177",57711,"216.58.211.234",443,250,38546,1130,0,0,104,21904,146,16642,5430.338712,744.5638330000002,235,178
"192.168.1.177",57713,"157.240.205.60",443,14,2321,1131,0,0,7,1512,7,809,5446.765074,0.019406000000344648,623312,333505
"192.168.1.177",57715,"216.58.211.237",443,46,10653,1132,0,0,22,6113,24,4540,5450.398883,171.04029400000036,285,212
"192.168.1.177",50122,"195.148.124.36",80,10,1226,1133,0,0,6,504,4,722,5468.873715,0.014263000000028114,282689,404963
"192.168.1.177",50158,"188.166.241.168",80,10,1228,1134,0,0,6,505,4,723,5475.588182,0.8525349999999889,4738,6784
"192.168.1.177",57718,"192.168.1.1",53,11,668,1135,0,0,6,365,5,303,5478.330877,0.04151599999931932,70334,58387
"192.168.1.177",57719,"192.168.1.1",53,11,684,1136,0,0,6,365,5,319,5478.331022,0.027106999999887194,107721,94145
"192.168.1.177",57720,"192.168.1.1",53,11,668,1137,0,0,6,365,5,303,5478.331147,0.025152000000161934,116094,96374
"192.168.1.177",57724,"192.168.1.1",53,11,668,1138,0,0,6,365,5,303,5485.822591,0.024908999999752268,117226,97314
"192.168.1.177",57725,"192.168.1.1",53,11,684,1139,0,0,6,365,5,319,5485.822721,0.037651000000550994,77554,67780
"192.168.1.177",57726,"192.168.1.1",53,11,668,1140,0,0,6,365,5,303,5485.822837,0.020414999999957217,143032,118736
"192.168.1.177",57730,"216.58.210.133",443,221,101823,1141,0,0,102,42703,119,59120,5495.819667,678.3193160000001,503,697
"192.168.1.177",57735,"34.120.52.64",443,41,9729,1142,0,0,20,2633,21,7096,5518.114975,170.83996599999955,123,332
"192.168.1.177",57736,"34.120.52.64",443,104,17954,1143,0,0,38,5101,66,12853,5518.307815,653.0785669999996,62,157
"192.168.1.177",57739,"35.186.227.140",443,494,181563,1144,0,0,208,150252,286,31311,5538.470153,630.6063359999998,1906,397
"192.168.1.177",57740,"34.110.207.168",443,49,10593,1145,0,0,25,4385,24,6208,5538.472222,293.9400179999993,119,168
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57742,"2a00:1450:4026:802::2003",443,1,86,1146,0,0,1,86,0,0,5549.221346,0,"",""
"192.168.1.177",57743,"216.58.209.195",443,280,260710,1147,0,0,99,33164,181,227546,5549.483465,284.95076599999993,931,6388
"192.168.1.177",57749,"104.18.37.228",443,37,13332,1148,0,0,20,6249,17,7083,5612.132211,171.1378509999995,292,331
"192.168.1.177",57750,"34.196.123.226",443,40,12089,1149,0,0,20,3434,20,8655,5612.80247,171.9559960000006,159,402
"192.168.1.177",57754,"40.114.177.156",443,112,38089,1150,0,0,47,5744,65,32345,5637.158719,32.52792800000043,1412,7955
"192.168.1.177",57755,"40.114.177.156",443,103,120506,1151,0,0,33,4030,70,116476,5641.074118,21.549668999999994,1496,43240
"192.168.1.177",57756,"40.114.177.156",443,33,9506,1152,0,0,14,2055,19,7451,5641.217002,20.111786999999822,817,2963
"192.168.1.177",57757,"34.120.208.123",443,20,5456,1153,0,0,10,1081,10,4375,5641.405961,0.03631599999971513,238131,963762
"192.168.1.177",57758,"34.120.208.123",443,48,8691,1154,0,0,23,5139,25,3552,5641.407086,171.3742199999997,239,165
"192.168.1.177",57759,"20.103.36.96",443,31,14529,1155,0,0,16,2366,15,12163,5641.463629,20.914834000000155,905,4652
"192.168.1.177",57760,"34.117.237.239",443,32,4653,1156,0,0,17,2758,15,1895,5642.177329,170.60390000000007,129,88
"192.168.1.177",57761,"40.114.178.124",443,51,29296,1157,0,0,22,3015,29,26281,5642.47157,20.11473500000011,1199,10452
"192.168.1.177",57763,"216.58.210.174",443,967,509346,1158,0,0,353,191278,614,318068,5650.837752,252.90235099999973,6050,10061
"192.168.1.177",57764,"216.58.211.237",443,45,10763,1159,0,0,21,5993,24,4770,5655.814255,170.5517749999999,281,223
"192.168.1.177",57766,"159.69.190.238",443,110,25080,1160,0,0,59,11002,51,14078,5658.232852,246.54453000000012,356,456
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57767,"2606:4700:4400::ac40:97c7",443,1,86,1161,0,0,1,86,0,0,5658.271816,0,"",""
"192.168.1.177",57768,"142.132.209.32",443,33,8881,1162,0,0,14,2246,19,6635,5658.272999,42.8169969999999,419,1239
"192.168.1.177",57769,"172.64.151.199",443,35,10610,1163,0,0,19,2827,16,7783,5658.529691,170.63670100000036,132,364
"192.168.1.177",57775,"185.179.237.109",443,37,12690,1164,0,0,15,3999,22,8691,5713.481133,6.892385000000104,4641,10087
"192.168.1.177",57776,"20.54.232.160",443,26,15458,1165,0,0,15,5930,11,9528,5719.538492,89.26918999999998,531,853
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57778,"2a05:d014:58f:6201::64",80,5,430,1166,0,0,5,430,0,0,5726.492256,15.029898999999205,228,0
"192.168.1.177",57780,"149.154.167.99",443,36,9977,1167,0,0,17,2302,19,7675,5736.572596,170.55630500000007,107,359
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57782,"2a05:d014:275:cb01::c8",80,5,430,1168,0,0,5,430,0,0,5747.536666,15.023371999999654,228,0
"192.168.1.177",57784,"185.179.237.109",443,19,5178,1169,0,0,9,3081,10,2097,5758.23795,5.025722000000314,4904,3338
"192.168.1.177",57786,"52.58.254.253",80,15,1268,1170,0,0,8,553,7,715,5768.575034,67.88020199999937,65,84
"192.168.1.177",57787,"52.58.254.253",443,26,6537,1171,0,0,13,1326,13,5211,5768.638476,67.81730799999968,156,614
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57789,"2001:b28:f23d:8007::805:532",443,5,430,1172,0,0,5,430,0,0,5784.654394,15.043163000000277,228,0
"192.168.1.177",57790,"149.154.174.200",443,52,26517,1173,0,0,18,2891,34,23626,5784.918163,31.250364999999874,740,6048
"192.168.1.177",57792,"152.199.20.80",443,24,7072,1174,0,0,13,1295,11,5777,5796.039224,0.058277999999518215,177768,793026
"192.168.1.177",57793,"152.199.20.80",443,24,7057,1175,0,0,12,1238,12,5819,5796.493906,0.047118000000409666,210195,987987
"192.168.1.177",57795,"149.154.174.200",443,16,2861,1176,0,0,8,1854,8,1007,5805.712037,0.43899899999996705,33785,18350
"192.168.1.177",57796,"149.154.167.99",443,60,55646,1177,0,0,21,3290,39,52356,5806.538183,30.347741000000497,867,13801
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57800,"2a02:26f0:41:385::2c1a",80,1,86,1178,0,0,1,86,0,0,5833.488862,0,"",""
"192.168.1.177",57801,"2.18.74.119",80,14,3516,1179,0,0,7,2830,7,686,5833.790568,0.024012999999285967,942822,228542
"192.168.1.177",57802,"52.142.223.178",80,13,5257,1180,0,0,7,2823,6,2434,5833.849139,45.18914700000005,499,430
"192.168.1.177",57804,"34.110.207.168",443,32,5722,1181,0,0,17,3574,15,2148,5851.219602,170.46405799999957,167,100
"192.168.1.177",57806,"130.233.229.20",443,22,7831,1182,0,0,11,2350,11,5481,5861.421678,4.087840000000142,4599,10726
"192.168.1.177",57807,"34.120.52.64",443,36,6483,1183,0,0,19,3751,17,2732,5864.769368,170.15453499999967,176,128
"192.168.1.177",57808,"140.82.121.6",443,23,6670,1184,0,0,13,1221,10,5449,5865.549072,109.98590500000046,88,396
"192.168.1.177",57810,"130.233.229.20",443,20,4541,1185,0,0,10,3016,10,1525,5866.666209,4.080238000000463,5913,2990
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57811,"2a00:1450:4026:804::2001",443,1,86,1186,0,0,1,86,0,0,5874.758304,0,"",""
"192.168.1.177",57812,"216.58.210.129",443,70,245265,1187,0,0,35,3430,35,241835,5875.039176,170.53707699999995,160,11344
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57815,"2a02:26f0:41:385::2c1a",80,1,86,1188,0,0,1,86,0,0,5887.228158,0,"",""
"192.168.1.177",57816,"2.18.74.119",80,16,4902,1189,0,0,8,4162,8,740,5887.541473,0.026764999999613792,1244012,221184
"192.168.1.177",57817,"52.142.223.178",80,26,13046,1190,0,0,13,8136,13,4910,5887.565684,45.34920299999976,1435,866
"192.168.1.177",57818,"2.18.74.119",80,16,4902,1191,0,0,8,4162,8,740,5887.785686,0.026350999999522173,1263557,224659
"192.168.1.177",57821,"130.233.229.20",443,20,4472,1192,0,0,10,2931,10,1541,5891.666946,4.071632999999565,5758,3027
"192.168.1.177",57823,"130.233.229.20",443,19,4990,1193,0,0,10,3508,9,1482,5907.312507,4.055811000000176,6919,2923
"192.168.1.177",57826,"130.233.229.20",443,20,4472,1194,0,0,10,2931,10,1541,5921.995544,4.070909999999458,5759,3028
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57828,"2600:1901:1:81::",443,1,86,1195,0,0,1,86,0,0,5934.427177,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57829,"2600:1901:1:81::",443,1,86,1196,0,0,1,86,0,0,5934.678525,0,"",""
"192.168.1.177",57830,"35.186.224.17",443,133,26542,1197,0,0,63,16602,70,9940,5934.741861,224.54492299999947,591,354
"192.168.1.177",57831,"35.186.224.17",443,19,2528,1198,0,0,10,1204,9,1324,5934.985449,225.05834700000014,42,47
"192.168.1.177",57832,"68.232.34.52",443,24,18781,1199,0,0,10,1236,14,17545,5937.376254,0.9407940000000963,10510,149193
"192.168.1.177",57833,"68.232.34.52",443,20,7604,1200,0,0,9,1557,11,6047,5938.702324,0.8804090000003271,14147,54947
"192.168.1.177",57834,"185.136.68.145",443,22,6460,1201,0,0,9,1957,13,4503,5939.427864,16.080203999999867,973,2240
"192.168.1.177",57835,"185.136.68.145",443,22,6652,1202,0,0,9,2149,13,4503,5940.736911,3.0783480000000054,5584,11702
"192.168.1.177",57837,"157.240.205.60",443,42,12257,1203,0,0,20,2574,22,9683,5944.614302,170.36174200000005,120,454
"192.168.1.177",57838,"130.233.229.20",443,20,4472,1204,0,0,10,2931,10,1541,5952.284368,4.072755000000143,5757,3026
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57841,"2600:1901:1:c36::",443,5,430,1205,0,0,5,430,0,0,5957.321569,15.040393000000222,228,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57842,"2600:1901:1:c36::",443,5,430,1206,0,0,5,430,0,0,5957.32157,15.040382000000136,228,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57840,"2600:1901:1:c36::",443,5,430,1207,0,0,5,430,0,0,5957.32157,15.040358999999626,228,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57843,"2600:1901:1:c36::",443,5,430,1208,0,0,5,430,0,0,5957.321694,15.04027700000006,228,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57844,"2600:1901:1:c36::",443,5,430,1209,0,0,5,430,0,0,5957.322087,15.039850000000115,228,0
"192.168.1.177",57845,"185.136.68.145",443,24,7928,1210,0,0,10,3371,14,4557,5963.787844,3.0799389999992854,8756,11836
"192.168.1.177",57847,"130.233.229.20",443,19,4907,1211,0,0,10,3425,9,1482,5967.31829,4.051930999999968,6762,2926
"192.168.1.177",57850,"35.186.224.25",443,19,7286,1212,0,0,9,990,10,6296,5978.364396,60.08075000000008,131,838
"192.168.1.177",57851,"35.186.224.25",443,19,7328,1213,0,0,9,990,10,6338,5978.364432,60.08065399999941,131,843
"192.168.1.177",57849,"35.186.224.25",443,19,7281,1214,0,0,9,990,10,6291,5978.36446,60.08073400000012,131,837
